,ratingscore,reviewdescription,sentiment_score,sentiment_label,Date
446,5,"I liked the fact that it looked new, but didn't like the weird box it came in.  It was a gift, and my stepson loved it.",0.881,Positive,2023-04-09
447,1,"Received my first one, it had a broken microphone for regular calls.  Initiated an exchange, was told the replacement should be here by the same day I had to send the first one back by (annoying, because I wouldn't be able to transfer my data over, but thankfully had made a back up on iTunes that I could restore from) The replacement didn't even ship until the day after it was supposed to arrive. Added bonus, the microphone for the speaker phone is broken on the second.  I give up, I'll just use the busted phone and make sure I have my earbuds with me.  Everything else on it seems to work great, but 2 in a row with broken microphones? Clearly not refurbished well.",0.9158,Positive,2023-04-25
448,4,"Estaba nerviosa por lo que me iba a llegar, lo que me importaba era la bateria porque trabajo siempre y me es importante que me dure el celular. Dude mucho pero me atrevi a comprarlo y casi cumple todas mis expectativas, vino con 93% de battery health, me esperaba menos asi que esta bien, lo que me hace bajarle la estrella es alrededor de las camaras, lo veo bien por afuera pero justo esa parte me jodio entonces me contacte con el vendedor a esperar resultado, actualizaré si me acuerdo.",0.0,Neutral,2023-07-21
449,5,"Recently purchased this refurbished iPhone 12 for my daughter. It came in a larger Amazon box that was untouched no damage at all but when I opened it and pulled out the box the phone was in it was in pretty poor shape, but the phone was in perfect condition no scratches at all, which is great for a refurbished phone and it works as expected, I would definitely recommend this vendor and will probably use them again myself",0.9382,Positive,2023-03-19
450,3,The screen came scratched on the center; has a couple another things on the corners of the screen! The other parts was in really good shape!!,0.6211,Positive,2023-04-10
451,5,Item arrived in great condition,0.6249,Positive,2023-03-24
452,2,This phone crapped out on me in skght months time. A total waste of money. I will never buy refurbished again.,-0.4215,Negative,2023-01-19
453,1,This phone would not work with the carriers listed. I bought the phone for my daughter to use with our phone plan. It would not work with our carrier. I checked with another carrier and it would not work with them either. They said it was sim unlocked but sometimes the phones have been wiped clean and you cannot use them at all. Waste of money.  Do not buy!!!,-0.2561,Negative,2023-11-24
454,2,This phone should not be for sell anymore.  Is only good for parts.,0.4404,Positive,2023-04-19
455,1,I received the phone in good exterior condition but would not power on… tried to charge overnight but does not recognize ANY charger. Phone does not have any function. Will be returning.,0.2382,Positive,2023-05-28
456,3,"Not sure how to rate this one. Phone looked fantastic, but the screen malfunctioned. Return was painless and easy.My issue was the return fees. I had to pay postage for the return. $17 to ship it back.Full phone cost and taxes were returned, but only $10 of the return shipping. Im out $7?",0.4623,Positive,2023-05-21
457,2,"My phone got stolen, bought this one to full-fill my contract.Apparently everything is perfect with this phone, until you try to put a screen protector on.The glass is slightly curved. The screen protector sticks to the corners of the phone but I get a big bubble on the center of the screen.",0.0644,Positive,2023-04-12
458,4,"I was a little hesitant on buying a used iPhone, but i am very satisfied. I purchased it almost 10 months ago, and i have only had one issue with it. It came to me with a screen protector and the phone appeared to have no cosmetic defects what so ever, but 6 months in i cracked the screen protector, so i bought a replacement for it. And when i took off the old one, it had scratches on the screen i never saw before. And with my new screen protector it now shows them. I can live with it since it is a used phone and it’s not going to be out of the box perfect.",0.5402,Positive,2023-12-18
459,5,"I just received my package today. So far so good! It didn’t came in an apple box not that it matters. The seller is legit. So if you’re second guessing here is some reassurance. I bought excellent condition because I wanted really good quality. It came with no scratches, sound quality is good, battery percentage was at 100% that was my absolute favorite. Setting up my new phone was not difficult at all. Everything is good so far hopefully I have no issues later on.",0.9806,Positive,2023-06-17
460,4,The phone is good the screen has a couple of scratches but it’s fine and not visible also the battery is 97 so it’s battery is great and it’s a really good but there are a lot of scratches on the sides and dings but the lightning port and the speakers needed to be cleaned Face ID and everything works great tho but like I said clean the charger port and the speakers also clean the phone before you ship it because my had to be whipped when I got it! And also the problem I have with it is the haptic motor that makes it vibrate does not work at all like it doesn’t and idk  it has ent since I got it and I never noticed.,0.9835,Positive,2023-08-18
461,2,"I was looking for a unlocked device, found this seller saying unlocked, but it’s SIM blocked.",-0.3919,Negative,2023-02-23
462,4,This phone was a great price and real deal.  I expected to get a somewhat abused second hand or refurbished phone but I got was practically new.,0.3642,Positive,2023-02-20
463,5,"Me llegó mi pedido y me llegó bien , muchas gracias.",0.0,Neutral,2023-03-28
464,2,Hoy recibí mi paquete y no me reconoció el chip de los Estados Unidos y también de ecuador.,-0.296,Negative,2023-09-01
465,2,I loved this phone but it was not at&t compatible. Service technicians could not get it to make phone calls. Amazon is replacing with another model at no extra cost.,0.1779,Positive,2023-04-12
466,3,"el producto funciona pero el audífono estaba malogrado y tiene un poco de daño estético, esperaba un móvil que funcionara bien.",0.0,Neutral,2023-09-25
467,3,"Vino sucio, con pequeños rayones.",0.0,Neutral,2023-10-21
468,5,"This was purchased as a gift and everything was delivered as advertised.  Also, I purchased two by mistake and the seller has no problem refund my money.",-0.5267,Negative,2023-05-13
469,5,"excellent condition, battery 93%, no scratches",0.3612,Positive,2023-01-22
470,2,The battery and screen met standards but not the rest of the phone the sides had huge dents and there was a huge deep scratch on the apple logo on the back as well the paint chipping off on the sides. The camera outside edges were worn pretty bad,0.6486,Positive,2023-10-10
471,2,Sale un error que la deepth camera is not working y no tiene arreglo a nivel software,-0.2052,Negative,2023-10-11
472,1,I received a defective phone. I was unable to hear through the phone. It only worked on speaker mode. I had to pay the return shipping of $22. Can you believe this. Amazon and this company is wrong for this. To reach anyone is almost impossible.,-0.6625,Negative,2023-08-03
473,4,"""Near-new"" looking. Screen protector was already installed, which was a nice bonus. Just all-around fine. Who-the-heck needs a new device?",0.7964,Positive,2023-11-24
474,5,Good value,0.6486,Positive,2023-08-19
475,2,"I finished up setting up, charged the battery overnight and within five hours of almost non-use unplugged, the battery was down to 1%. Not sure how this phone will be usable if it can't be unplugged for more than a few hours of use. I thought amazon tests the batteries?? Everything else seems to be working okay but have not tried it out for very long.",-0.1131,Negative,2023-07-24
476,2,Iphone muy rayado de la parte de atrás.,0.0,Neutral,2023-07-21
477,4,I was very impressed with my new phone. It looked new! Ver happy!,0.8261,Positive,2023-09-27
478,1,"I chose the “excellent condition” phone. The exterior of the phone looked brand new. However, it will not work. I tried to get the phone to update and transfer information from my old phone. It will not update at all. So you can not use it. I should’ve known better ordering a refurbished phone. Lesson learned",0.4404,Positive,2023-10-08
479,3,La batería estaba en 80% y no ponían esa información,-0.296,Negative,2023-05-19
480,2,Hoy recibí mi paquete y no me reconoció el chip de los Estados Unidos y también de ecuador.,-0.296,Negative,2023-03-04
481,4,"I bought this phone for the camera which is GREAT! I immediately had issues with e the UI update starting over and over. After resetting and starting over 3 times, it’s working great. Before I factory reset for the third time, I cleared the UI cache. Bingo!",0.8983,Positive,2023-05-01
482,3,I think i would’ve gave it 5 stars if i didn’t half to go to the carrier to get the sim unlocked but definitely a good purchase,0.8126,Positive,2023-09-30
483,4,"This phone is great. I've had it for a few months now and I absolutely love it. It never overheats on me, it lasts all day unless I'm playing intense games, the screen is clear and sharp, and I've had no problems with using my apps on it. BUT! It regularly freezes. When I try to pull down the notification bar, or unlock it, it change screens using the tab button on the bottom, it just freezes up. It's especially about when I'm trying to hang up a call, but can't get the screen to come on because it froze. Definitely wish I didn't do that, but I can't afford another to see if it's the style or just luck.",0.9459,Positive,2023-08-03
484,3,Apps would glitch and turn black:( Does work just load. Alright for 300 but not for me,0.128,Positive,2023-01-01
485,2,NOT UNLOCK. I am very update !!!!,0.0,Neutral,2023-04-10
486,2,"I bought this product in ""Excellent condition"" and it has very noticeable image burning of the keyboard and home screen into the screen... It is not excellent condition by my standards and it is noticeable from more then 12 inches. I would not shop with them again.",0.1783,Positive,2023-11-24
487,4,This product was good but it was a bit cracked but no one will tell that it’s used I mean you get what you paid for .🤷🏽‍♀️💅🏿,-0.2144,Negative,2023-04-05
488,4,"The phone came in a day early and nothing huge was wrong a few scratches here and there other then that it’s working fine, I was kinda suspicious if it was real but it is I haven’t had any problems what so ever as in now. If any problems happens I will update y’all.",-0.791,Negative,2023-12-10
489,2,"Product arrived with nicks and dings.  88% battery.  Seller generously credited $30 for us to keep the phone.  However, some apps wouldn’t work with the phone and we learned that the phone is a jailbroken phone - and some apps will not work with phones like that.  We are returning the product for refund.  Wound up buying brand new from Apple because it was cheaper with the trade in credit overall, versus buying a used phone renewed premium from Amazon.",0.8779,Positive,2023-03-23
490,5,I love the screen size and thegold color.  Lovely,0.8402,Positive,2023-02-17
491,4,Camera lens look really bad I really don't like that,-0.7336,Negative,2023-11-03
492,3,"El celular tenia un golpe en un lado, la batería solo al 88%. No esperaba un 100% pero decía line new.",-0.296,Negative,2023-11-18
493,4,"El producto está en muy buen estado, como lo ofrecieron, pero el tiempo de entrega no se cumplió",-0.296,Negative,2023-12-30
494,3,Not the best. Speakers is pretty low and battery dies to quick in my opinion but it gets the job done. I got it for my child to watch cocomelon on the go.,-0.1615,Negative,2023-10-15
495,4,La batería vino con 91% el resto excelente!!,0.0,Neutral,2023-04-13
496,1,Fed Ex delivered the phone and the box had been SMASHED and the phones screen was CRACKED! Otherwise the phone looked nice. I will remove this review once the company sends me a return label!!,0.5684,Positive,2023-03-28
497,5,"I bought this iPhone in March of 2021 and it still works great! The only reason I’m looking to replace it is I want to upgrade the memory size. I paid a fraction of the cost and it’s lasted 3.5 years (about as long as a new one usually does). I tell everyone I know to stop buying new and go with Amazon refurbs - it saves money, it’s good for the environment, and you can avoid signing away your future to big cellular companies. 10/10",0.7088,Positive,2023-08-15
498,1,"Turned on the phone and it had lines burned into the screen. Not ok, had to return.",-0.2235,Negative,2023-06-22
499,3,Constantly have to charge.  The charge cord sent with phone does not connect well and gets hot after a shor time,-0.2057,Negative,2023-03-23
500,1,I bought this phone refurbished and it worked for 2 hours and then never worked again.,0.0,Neutral,2023-03-12
501,5,Love this updated iPhone. The had a 7 that was really worn out. This one faster and charges really quickly. Miss the button though since this one you slide screen.,-0.0699,Negative,2023-05-25
502,3,"Had original S20+ for 3.5 years -- love it.This ""renewed"" phone works very well -- unblemished screen and great battery life.However, within a week, the back cover formed a growing web of cracks (even though I did not drop it);I suspect the back cover is an inexpensive replacement part.",0.9468,Positive,2023-08-31
503,2,"Entradas sucias ,bocinas sucias , 2 rayones y la batería 87% para ser publicado como excelente condición deberían de limpiarlos siquiera.",0.0,Neutral,2023-08-09
504,1,"This renewed phone didn't last 3 months, When I contacted the seller, they refused to help or do anything about it.",0.128,Positive,2023-08-19
505,1,Absolutely a scam,-0.6115,Negative,2023-04-22
506,2,"I was looking for a unlocked device, found this seller saying unlocked, but it’s SIM blocked.",-0.3919,Negative,2023-02-17
507,1,Way more cosmetic damage to phone then described.,-0.539,Negative,2023-02-24
508,3,Just received the iPhone 13 I purchased. Everything seems to be good with it except the battery percentage is at 85. I wish it would’ve came with a better battery.,0.8176,Positive,2023-05-16
509,1,"Phone lasted less than 6 months. Cosmetically the phone looked great when received, but the responsiveness of the screen began to fade. Eventually the screen would freeze and not respond to touch, I would have to turn the phone off and then back on for it to work again, though just temporarily. Of course this became more exaggerated after the warranty period expired. I suspect the phone had its screen replaced with a low quality aftermarket screen before being sold to me.  Screen was free of scratches, just wouldn't react to touch commands.",0.2048,Positive,2023-12-30
510,5,Itsss good,0.4404,Positive,2023-09-13
511,4,This samsung item came as described by the seller and it's amazing .I have been charged a little bit extra like $40.00 .as I have found the same kind of product bit cheaper with the same condition .,0.6412,Positive,2023-10-30
512,1,Never got the chance to activate the phone however tried the camera and it was blurry. A film is clearly visible over the lens on the inside. Inspect carefully as soon as you receive. Now I have to return and look for a new phone option.,0.264,Positive,2023-03-25
513,1,i have ordered two phones from them. both phones i have received were defective. the first one the wife and Bluetooth didn't work. on the second the screen stopped working. this is all within a 2 week time span. this is ridiculous,-0.743,Negative,2023-05-25
514,4,"It came in bubble wrap and a small box. The charging box it came with immediately started overheating so I would get a different one. There were a few scuffs and scratches but the phone itself worked great. It wasn’t factory unlocked as it was still loaded with Verizon apps but it worked out fine as we had Verizon in the first place. Overall, it came in perfect working condition with few vanity issues. I give 4 stars for packaging and the charging box and the scuffs/scratches.",0.9109,Positive,2023-02-02
515,4,"Overall I am pleased with this purchase, and it appears to be a good value. However, the battery life states 87% (and the charging history seems to state that the device believes it can only charge to 76% fully), which does not meet the stated criteria and standards for the advertised rating.",0.802,Positive,2023-02-13
516,2,Phone arrived in fairly good condition but I noticed the screen ( especially area around the earpiece) was warped. Not a week after setting up did the Face ID stop working. I am in the process of returning the phone.,-0.2144,Negative,2023-06-27
517,2,The phone came with no SIM Tray to insert my SIM card into therefore it could not be activated. This was brought to Amazons attention who notified the seller. The seller emailed me saying they would send a SIM Tray. 5 days later and this has not arrived. This order was placed 9 days ago and the phone is still not functional. The other phone worked fine. This one is not usable because of no SIM Tray.,-0.4019,Negative,2023-06-29
518,1,Es nesesario que tomen cuenta que los equipos pueden ser utilizados en compañías extrangeras.,0.0,Neutral,2023-05-02
519,2,"I’ve had this iPhone for about 5 months and it stopping connecting to WiFi a few weeks ago. I wasn’t sure what was happening, as it says it’s connected to WiFi when I look in settings, but when I try to use apps or go online they say I’m not connected to the internet or WiFi and nothing works properly. I looked to see if I could contact the seller, but there was just a trouble shooting page that didn’t help. This is a huge bummer as now I have to somehow figure out if this can even be fixed or have to get yet another phone.:(",-0.0258,Neutral,2023-03-13
520,5,"Got the Iphone 12 in three days, as promised. Phone was in very good shape, no scratches or dents (described by seller as in excellent condition), battery at 90% health.  I expect no problems. Overall good experience and good seller.",0.8462,Positive,2023-10-03
521,5,Love it and easy to set up. Transferred everything in minutes.,0.7964,Positive,2023-06-10
522,5,"I bought this Iphone 13 128gb in green about 2-3 months ago after having a Samsung Galaxy S10 since it was released. Switching OS took time to get used to, but this being my first Iphone, the impression is good.As for purchasing through this seller, the experience was good. Shipping was fast and the phone came in a brandless phone box, including a charger and cord. There was also zero physical damage to the phone and the battery health was 99% out of the box.",0.2263,Positive,2023-10-11
523,5,UPS screwed up a bit but I got it real late. Phone looks brand new thank you.,0.2846,Positive,2023-05-24
524,3,Besides the obvious 3 deep scratches on the screen the phone works great.,0.6249,Positive,2023-11-04
525,4,Es un exelente productoLe doy 4 estrellas ahora por que cuando lo cargue  se calento un poco lo demas todo bien,0.0,Neutral,2023-05-02
526,3,"The physical body of the phone was exactly as described. No visible scratches or marks. I was sent the correct color. The phone even came with a screen protector already installed. The charging cable and power block were not Apple brand (as stated in description). It didn't come with original packaging (this is the first phone I've purchased from Amazon so wasn't sure what to expect). The phone wasn’t fully factory reset, but I was able to reset it myself easily so not a big problem. Then, just trying to transfer data from old phone to this one took about 5 hours not because there was just soo much to transfer, but because the software update stalled for so long. Had to contact Apple support for help to force update iOS. That finally worked, and everything transferred. Seems to hold charge. Screen functions properly. Did a few test phone calls and texts and everything seems to be in working order. Hopefully this purchase was successful and the phone lasts like I want it to. Should anything change I’ll update my review.",0.9699,Positive,2023-12-30
527,3,Phone arrived in good shape but the SIM card tray was missing.,-0.2144,Negative,2023-01-28
528,3,"Other than big scratch on screen, phone was funtional.",0.0,Neutral,2023-05-24
529,5,"excellent condition, battery 93%, no scratches",0.3612,Positive,2023-12-07
530,2,Get the BEST case you can find because this POS is GOING TO BREAK. Otherwise good phone if you're super careful.,0.9236,Positive,2023-02-15
531,2,The phone arrived on time and unlocked as advertised. However; the screen sensor has a problem that don’t allow tipping certain letters. I don’t recommend you use or buy from this vendor.,0.4215,Positive,2023-04-02
532,3,"Vino sucio, con pequeños rayones.",0.0,Neutral,2023-12-22
533,4,"Estaba nerviosa por lo que me iba a llegar, lo que me importaba era la bateria porque trabajo siempre y me es importante que me dure el celular. Dude mucho pero me atrevi a comprarlo y casi cumple todas mis expectativas, vino con 93% de battery health, me esperaba menos asi que esta bien, lo que me hace bajarle la estrella es alrededor de las camaras, lo veo bien por afuera pero justo esa parte me jodio entonces me contacte con el vendedor a esperar resultado, actualizaré si me acuerdo.",0.0,Neutral,2023-02-23
534,1,"iPhones hugely affect the mental mindset in a negative manner, you're better off without ever considering wasting your money on this product.",0.1174,Positive,2023-04-25
535,5,"Lo compre  en usa, para mi hija.  Trabaja perfecto en Colombia.",0.3182,Positive,2023-09-13
536,5,As expected it was like brand new in box and it was easy to connect to my carrier.,0.6597,Positive,2023-01-20
537,5,"About two months in. Can’t complain for the price I got. Phone was in pristine condition, battery life is what I expected, but probably won’t go the distance compared to new. Good value for what it is. Give it a try if you’re on a budget.",0.7351,Positive,2023-05-22
538,1,Phone keeps turning off every couple minutes idk what’s wrong with it ima have to get it fixed somewhere else but just be aware,-0.3071,Negative,2023-11-16
539,2,The battery and screen met standards but not the rest of the phone the sides had huge dents and there was a huge deep scratch on the apple logo on the back as well the paint chipping off on the sides. The camera outside edges were worn pretty bad,0.6486,Positive,2023-06-16
540,1,"Not a good seller, they sent defective iPhone!The SIM Card slot defective, not recognize the SIM card inserted!!!!!I had to pay for shipping to return, not happy at all !",-0.9148,Negative,2023-08-12
541,4,Happy having this masterpiece,0.8316,Positive,2023-09-18
542,1,"I selected and paid for a phone considered to be in ""excellent"" condition, but when it arrived it would not move past the initial set up screen. Returned same day. Still waiting for refund 1 week later",0.0,Neutral,2023-07-09
543,3,I just dislike the software error so my screen will not work until i force reset and one part of my screen stops working like 5 minutes after a force reset but for the price i guess its not too bad plus i can probably fix it just dont have the time at the moment so be prepared to have the phone software hardware and interior checked after u buy it or itll be really annoying,0.0908,Positive,2023-01-29
544,2,"The phone was in great condition, worked wonderfully. Was able to return up until 90 days I believe.. two weeks after the 90 days was up, the phone stopped working completely.. save yourself the issues and just buy a new phone.",0.8834,Positive,2023-10-30
545,2,"Phone looked nice and did seem to work great. However them stating they replace them if they don’t work as expected is false. My 16yro and I own IPhone XRs. So when I decided to get my husband a new phone for his Bday I knew he needed an XR as well. One of the selling points of an iPhone XR is it’s capability to withstand water exposure of up to 30mins. This phone 100% stopped after just seconds of accidental exposure. I am talking a shallow amount of water and immediately grabbed. These phones should not stop functioning that fast. That’s a product flaw when Apple clearly states these phones can withstand worse. Well, new they can, straight from Apple they can. From here, they can not. And this company seems to believe that’s not a product malfunction. Just know ahead of time that what you purchase may not actually work as expected, they will say it is a you problem, not that their refurbishing may have compromised the phone’s capability to withstand any water exposure.",0.8219,Positive,2023-02-13
546,1,My daughter phone screen turned black on one side within 30 days and it’s an act of congress to get refunded,0.0,Neutral,2023-01-05
547,5,Love the size and features,0.6369,Positive,2023-04-27
548,1,It was working partly but it came scratched,0.0,Neutral,2023-03-20
549,4,"I was a little hesitant on buying a used iPhone, but i am very satisfied. I purchased it almost 10 months ago, and i have only had one issue with it. It came to me with a screen protector and the phone appeared to have no cosmetic defects what so ever, but 6 months in i cracked the screen protector, so i bought a replacement for it. And when i took off the old one, it had scratches on the screen i never saw before. And with my new screen protector it now shows them. I can live with it since it is a used phone and it’s not going to be out of the box perfect.",0.5402,Positive,2023-05-13
550,1,Phone already has visual damage upon coming in the mail. Didn’t come with the plastic on the screen and gave me a non apple charger. I will be returning.,-0.4939,Negative,2023-07-31
551,1,Speaker and the touchpad is not working,0.0,Neutral,2023-07-26
552,1,Se devolvió por mal funcionamiento,0.0,Neutral,2023-10-01
553,4,"Bien, bien",0.0,Neutral,2023-05-09
554,3,El i phone 14 promax indica que tiene doble espacio para sim y enviaron hasta la llave para abrir pero el telefono no trae espacio para sim fisica no trae ranura es sellado.,-0.5267,Negative,2023-02-05
555,3,"I had the phone for less than a year and doesn’t work properly. At times it turns off by itself, the screen also turns off and I can not hear the other person good.",0.4404,Positive,2023-10-06
556,1,Didnt even get the phone just the charger complete waste of money dont buy,-0.4215,Negative,2023-12-08
557,5,Looks and works great.,0.6249,Positive,2023-11-08
558,1,"Basically the phone stopped working within 7 months after I bought it, it was a birth gift for my sister. The speaker just stopped working and then screen turned white with large black vertical lines on the screen. Yet again, I contacted Amazon and the seller and was told the warranty expired so they won’t do anything about it. My issue is it stated that it was “like new” so how did it stopped working in less than a months of using it? I wasted my mom on this.",-0.5106,Negative,2023-03-04
559,2,After just 3 months of having it the screen swelled up on it to the point is is not safe to you at all,-0.3412,Negative,2023-08-07
560,2,Phone was great until it overheated and would not turn back on.,0.6249,Positive,2023-10-31
561,2,Shipping was good and overall phone was in good condition but after I loaded all my stuff onto it I noticed it had a crack in the upper right hand corner. So buyer beware go over your phone with a fine tooth comb when you receive it. Won’t purchase from them again!,0.8655,Positive,2023-10-11
562,2,"After having my phone for 6 months now I have been unable to unlock the device via the original carrier, Samsung, or my new carrier, I can receive phone calls and texts, but cannot use data nor will my phone update past UI 4.1 even though it should have access to UI 5.0. I do not have access to certain settings functions as well which makes me unable to download certain apps, including Amazon apps. I've tried contacting the seller and Amazon multiple times and NOTHING has been done. The phone is halfway useless and now I've paid out a bunch of money for something that can't do its basic functions. Guess that's what I get for not just paying more money and buying it straight from samsung.",0.8537,Positive,2023-10-05
563,2,"The phone gets heat easily you use it for 20 min and you have you turn it off , came in opened box",0.34,Positive,2023-05-22
564,3,"The ""good"" ""very good"", and ""excellent conditions are referred to external phone cosmetics and has little to do with useful life left in a product.  Reconditioned means wiped clean and put into a box with aftermarket cable and charger.  Yea, thank you for a free sim pin",0.9367,Positive,2023-02-22
565,3,"Updated Review:I returned the phone and got a full refund. I still wish that the inspection of the phones were better. It is annoying to go through the process of ordering, testing the phone, then having to return it. I did end up buying another Refurbished iPhone on Amazon. There are a number of third party distributors that work with Amazon. I used one of the other higher rated vendors, and am now happy with my phone.—-Old Review:The phone I received could not be used to make calls, as the ear speaker didn’t work correctly. The speaker was completely garbled. I wish they had better quality control. I have returned the phone and am waiting for a refund. I will increase my star rating slightly once the refund goes through. But I would be weary that another issue would be present if I tried to order through them again. It’s a long process to order, receive, return, wait for a refund. How many times would someone want to go through that process in order to get a completely working phone?",0.8047,Positive,2023-05-22
566,5,"I haven’t had the iPhone long enough to just write a comment about it as of yet, but when I do I’ll write a comment… thank you!!",0.5905,Positive,2023-10-26
567,1,"Straight out of the box, there is brown gunk in the speaker holes, around the camera, around the buttons, inside the buttons, around the phone screen, basically in every crack and crevice! Not to mention a huge scratch on the screen! And scratches throughout the phone. Returned.",-0.1645,Negative,2023-03-02
568,4,"Phone came in within 2 days .. refurbished .. likes the phone , was capable with my Metro provider SIM card but the battery doesn’t last very long",0.4019,Positive,2023-02-18
569,1,Way more cosmetic damage to phone then described.,-0.539,Negative,2023-08-29
570,1,Refurbished even Iphones are just not worth the hastle .....done with refurbished,-0.1695,Negative,2023-04-21
571,1,Order arrived in two days. On business trip the phone constantly powered on and off.  Wifi module/bluetooth didn’t work spent 1 hour on the phone with apple care.  Stated the phone was reported having this problem (logic board). Returned it the same day. Hopefully the replacement phone is working if not i will just get a refund. Trying to save money smh,0.5683,Positive,2023-07-25
572,4,"Overall, very nice phone. I've had the s20 in the past, thought I'd get the s20+ after breaking my previous phone. Camera is very good, it's fast, good battery, came with no cosmetic damage. My only complaint is that you can ever so faintly see that the keyboard and apps are like burnt into the screen. It's only noticeable when my screen is showing a white background.",0.6574,Positive,2023-10-20
573,2,"Nice phone, but the ear speaker stopped working 3 months after we bought it. Now my daughter has to have the phone one speaker to be able to talk to  anyone. Won't buy from this seller again.",-0.1154,Negative,2023-06-23
574,1,"The appearance of the phone itself is wonderful, you can tell it’s used but nothing major at all. When the phone came in it wasn’t factory reset, so it had texts, pictures, and previous phone calls on it. Today was the first day of use and the phone just keeps randomly turning off and restarting itself, over and over again. Not happy when I spent $420!",-0.4477,Negative,2023-02-16
575,3,I love this iPhone . But I felt some very light scratches so returned it,0.3818,Positive,2023-04-30
576,5,"es exelente, tiene una rallas muy pequeñas , pero por el funcionamiento esta perfecto",0.3182,Positive,2023-02-21
577,5,"Shipped in two days and in almost perfect condition. Has a few small scratches on the screen but not noticeable, and a small bend at the top speaker. Battery capacity was at 94% which I liked. Overall great for the price but it is a gamble of the condition you will receive.",0.9294,Positive,2023-01-29
578,2,"I got home and picked up my phone, only to discover the sim is LOCKED. Otherwise phone in perfect condition. I’ll have to return this one.",0.5719,Positive,2023-06-13
579,4,Equipo llego en muy buenas condiciones y operatividad,0.0,Neutral,2023-03-17
580,4,Overall the phone came completely unharmed but the only problem was the battery health was at 88%. This wasn’t a deal breaker but I was expecting over 90% since I paid extra for a better condition. The product came quickly and the phone already had a screen protector on it. Plus it came with a charger! Very happy to upgrade from an iPhone XS.,0.7953,Positive,2023-07-15
581,2,"Acaban de entregarme el teléfono que compre en Amazon, estoy muy decepcionado lastimosamente nunca  me espere que el teléfono llegue con rayones y picaduras en la carcasa muy visibles a simple vista en todos los lados y bordes, muy maltratado en cuanto al exterior y vistosidad del teléfono, por lo demás el funcionamiento esta bueno.",0.1779,Positive,2023-10-23
582,1,"Cracked and scratched screen, partially hidden by screen protector",0.0,Neutral,2023-04-25
583,2,"I ordered this iPhone 11 as an “Excellent Condition” phone, and it is far from. There is a huge chip right in the middle of the screen. If I am paying for a phone advertised as excellent condition, I don’t expect there to be a noticeable size chip in the screen.",0.7184,Positive,2023-12-14
584,5,Everything,0.0,Neutral,2023-07-08
585,2,La pantalla está borrosa no estoy contenta con el producto,-0.296,Negative,2023-01-28
586,5,Excellent phone for the money I highly recommend,0.7574,Positive,2023-01-11
587,2,The battery doesn’t charge or stay charged for longer than 5-6 hours. The bottom on my screen is going out. I’d like to be swapped for a different one considering I haven’t had it but a few weeks and there’s not one scratch on it,0.09,Positive,2023-11-23
588,2,"Loved the quick delivery. However, the battery life is not impressing me - 87% and it's draining fast + overheating phone when I'm using the camera. Proper regretting this purchase",-0.1655,Negative,2023-08-14
589,1,"Item iPhone XR received not as seller described like new. Condition is poor many of mark on the side, screen is replaced imperfection still have rubber seal came off on the side. Used only few day screen stop working freezing no respond. Seller accepted return for replacement but after phone on the way shipping return seller cancel order replacement without notice. Contacted Amazon CS to request a full refund. Too much hassle must stay away.",-0.6627,Negative,2023-12-11
590,2,Pague en muy buenas condiciones que referia que no tenia detalles esteticos pero no fue el caso. Por ese lado estoy muy desepcionada porque pague mas caro para eso mismo.El cargador tienenq ser tipo C y me vino el usb.,-0.5267,Negative,2023-10-22
591,5,Did not come with the charger or the earbud.,0.0,Neutral,2023-01-21
592,4,"Phone like new, no scratches, battery life is v good",0.4939,Positive,2023-12-28
593,2,El teléfono estuvo bien pero alos 5 me es ya no quiso hacer llamadas ni mandar mensajes y ya no funciono tuve que comprar otro en la tienda pues este ya no quiso funcionar lo lleve ala tienda de iPhone pero solo lo reiniciaron funciono 2 días mas y no volvió a trabajar,-0.7783,Negative,2023-06-17
594,4,"El producto esta en condiciones aceptables, una buena compra por su precio y calidad a largo plazo, recomendado, lo único malo puede ser uno que otro rayón en la pantalla y en los marcos",0.0,Neutral,2023-02-03
595,3,I love this iPhone . But I felt some very light scratches so returned it,0.3818,Positive,2023-04-18
596,3,"Updated Review:I returned the phone and got a full refund. I still wish that the inspection of the phones were better. It is annoying to go through the process of ordering, testing the phone, then having to return it. I did end up buying another Refurbished iPhone on Amazon. There are a number of third party distributors that work with Amazon. I used one of the other higher rated vendors, and am now happy with my phone.—-Old Review:The phone I received could not be used to make calls, as the ear speaker didn’t work correctly. The speaker was completely garbled. I wish they had better quality control. I have returned the phone and am waiting for a refund. I will increase my star rating slightly once the refund goes through. But I would be weary that another issue would be present if I tried to order through them again. It’s a long process to order, receive, return, wait for a refund. How many times would someone want to go through that process in order to get a completely working phone?",0.8047,Positive,2023-02-02
597,2,Earpiece volume very low even at highest setting. Vibrator does not work.,-0.3384,Negative,2023-05-02
